name,n_starting_points,alpha,objective,running_time,n_iter,nh_order
greedy_insertion,0,0.0,2229.2345980613013,3.97721004486084,0,0000
vnd,1,0.0,1815.7224692100408,1.5747907161712646,98,"4,1,2,3"
vnd,1,0.0,1815.7224692100408,0.8393609523773193,100,"4,1,3,2"
vnd,1,0.0,1816.6340919326437,0.8709728717803955,98,"4,2,1,3"
vnd,1,0.0,1816.6340919326437,0.87583327293396,98,"4,2,3,1"
vnd,1,0.0,1816.6340919326437,0.8790872097015381,98,"4,3,1,2"
vnd,1,0.0,1816.6340919326437,0.8986999988555908,99,"4,3,2,1"
vnd,1,0.0,1902.0255631522325,0.2542378902435303,60,"1,4,2,3"
vnd,1,0.0,1902.0255631522325,0.2542426586151123,60,"1,4,3,2"
vnd,1,0.0,1895.8150662848502,0.27060389518737793,69,"1,2,4,3"
vnd,1,0.0,1940.9805853850235,0.19070005416870117,58,"1,2,3,4"
vnd,1,0.0,1911.5415016044865,0.24054193496704102,54,"1,3,4,2"
vnd,1,0.0,1911.5415016044865,0.24190688133239746,55,"1,3,2,4"
vnd,1,0.0,1902.9104126707875,0.6022100448608398,92,"2,4,1,3"
vnd,1,0.0,1902.9104126707875,0.6158387660980225,92,"2,4,3,1"
vnd,1,0.0,1931.9759736671836,0.16549181938171387,59,"2,1,4,3"
vnd,1,0.0,1935.2292165567221,0.16780495643615723,60,"2,1,3,4"
vnd,1,0.0,1876.1062525294267,0.6803901195526123,100,"2,3,4,1"
vnd,1,0.0,1935.2292165567221,0.18234801292419434,58,"2,3,1,4"
vnd,1,0.0,1858.5028226937561,0.8262479305267334,120,"3,4,1,2"
vnd,1,0.0,1858.5028226937561,0.8040320873260498,120,"3,4,2,1"
vnd,1,0.0,1929.1610832793153,0.2145988941192627,51,"3,1,4,2"
vnd,1,0.0,1929.1610832793153,0.21692204475402832,52,"3,1,2,4"
vnd,1,0.0,1825.7584297547705,0.7185838222503662,103,"3,2,4,1"
vnd,1,0.0,1929.1610832793153,0.21621370315551758,59,"3,2,1,4"
grasp,2000,0.3,1775.6508519293611,163.97622990608215,99,"4,1,2,3"
grasp,2000,0.3,1775.1474761123907,144.17831087112427,106,"3,4,1,2"
grasp,2000,0.3,1795.8571967373211,134.4982750415802,114,"2,4,3,1"
